ENTREZID	Symbol
219103	Cenpj
328417	Parp4
75339	Mphosph8
66645	Pspc1
219105	Zmym5
100503842	2410022M11Rik
76007	Zmym2
432860	B020004C17Rik
14611	Gja3
14619	Gjb2
14623	Gjb6
68631	Cryl1
668090	Gm8971
21821	Ift88
239114	Il17d
68043	Eef1akmt1
67518	1700039M10Rik
57258	Xpo4
50523	Lats2
20220	Sap18
100526476	Mir3077
219114	Ska3
67840	Mrpl57
75965	Zdhhc20
68514	Micu2
14180	Fgf9
67932	1700129C05Rik
380907	Gm5142
71330	Rcbtb1
628693	Phf11
219131	Phf11a
236451	Phf11b
219132	Phf11d
628705	Phf11c
239122	Setdb2
69008	Cab39l
71891	Cdadc1
219134	Shisa2
50769	Atp8a2
71844	Nupl1
751526	Mir719
219135	Mtmr6
72125	Amer2
219140	Spata13
239126	C1qtnf9
70478	Mipep
29820	Tnfrsf19
50720	Sacs
24053	Sgcg
67355	1700109G14Rik
219144	Arl11
68177	Ebpl
16648	Kpna3
75349	4930556J02Rik
66674	Spryd7
66597	Trim13
668253	Dleu2
328424	Kcnrg
387134	Mir16-1
387174	Mir15a
239133	Dleu7
67153	Rnaseh2b
239134	Gucy1b2
629059	Fam124a
319433	Serpine3
18130	Ints6
268752	Wdfy2
432867	Defb48
654465	Defb47
654458	Defb43
73670	Defb30
619548	Defb42
13030	Ctsb
14137	Fdft1
382913	Neil2
14463	Gata4
12143	Blk
219148	Fam167a
58865	Tdh
210376	Mtmr9
219149	Xkr6
100124452	Mir598
72400	Pinx1
20680	Sox7
67750	4930578I06Rik
271209	Rp1l1
71037	Prss55
100504162	Prss51
78176	4930471C04Rik
73382	Prss52
110265	Msra
268755	Mir124a-1hg
387233	Mir124a-1
100526520	Mir3078
16554	Kif13b
219150	Hmbox1
210925	Ints9
54616	Extl3
14365	Fzd3
50759	Fbxo16
380912	Zfp395
18155	Pnoc
74195	Elp3
100503545	Nuggc
71145	Scara5
52033	Pbk
71988	Esco2
67179	Ccdc25
219151	Scara3
12759	Clu
268756	Gulo
11495	Adam2
13850	Ephx2
110902	Chrna2
19229	Ptk2b
69303	1700001G11Rik
66854	Trim35
56471	Stmn4
11549	Adra1a
12934	Dpysl2
432870	Gm5464
239157	Pnma2
12177	Bnip3l
71978	Ppp2r2a
13592	Ebf2
628416	Gm6878
73977	4930438E09Rik
108912	Cdca2
105440	Kctd9
14714	Gnrh1
68813	Dock5
18039	Nefl
18040	Nefm
11500	Adam7
58860	Adamdec1
13522	Adam28
20855	Stc1
73554	1700092C10Rik
18092	Nkx2-6
18095	Nkx3-1
67712	Slc25a37
239167	Synb
100504477	Gm16677
67464	Entpd4
100862072	Gm21451
100862085	Gm16867
100862375	Entpd4b
94352	Loxl2
71843	R3hcc1
105513	Chmp7
21933	Tnfrsf10b
246710	Rhobtb2
73523	Pebp4
13655	Egr3
57784	Bin3
219158	Ccar2
268759	9930012K11Rik
213019	Pdlim2
20410	Sorbs3
19057	Ppp3cc
213053	Slc39a14
57746	Piwil2
67065	Polr3d
723838	Mir320
105653	Phyhip
12153	Bmp1
20389	Sftpc
213469	Lgi3
72549	Reep4
15460	Hr
213484	Nudt18
239170	Fam160b2
13829	Dmtn
14171	Fgf17
328440	Npm2
65246	Xpo7
13449	Dok2
73648	2410012E07Rik
14586	Gfra2
100043132	Gm4251
74667	4930434J06Rik
319448	Fndc3a
70086	Cysltr2
105670	Rcbtb2
19645	Rb1
751541	Mir687
67168	Lpar6
16432	Itm2b
67381	Med4
214254	Nudt15
20916	Sucla2
74425	4933402J15Rik
15558	Htr2a
13885	Esd
380916	Lrch1
100043169	Gm4278
271221	Rubcnl
70859	Lrrc63
18826	Lcp1
56373	Cpb2
67302	Zc3h13
380918	Siah3
67926	Cby2
75272	Erich6b
338337	Cog3
67554	Slc25a30
22070	Tpt1
100303751	Snora31
68705	Gtf2f2
67516	Kctd4
67467	Gpalpp1
27275	Nufip1
21807	Tsc22d1
72661	Serp2
73272	1700108F19Rik
210808	Lacc1
108811	Ccdc122
239188	Enox1
100043755	Gm10132
629678	Gm6994
380920	Gm1587
66148	Dnajc15
108670	Epsti1
219170	Fam216b
100316715	Mir1971
21943	Tnfsf11
219181	Akap11
380921	Dgkh
219189	Vwa8
105590	Zfp957
66214	Rgcc
66897	Naa16
211253	Mtrf1
211255	Kbtbd7
432879	Kbtbd6
22380	Wbp4
13709	Elf1
67955	Sugt1
16840	Cnmd
73989	4930452G13Rik
791080	Mir759
18530	Pcdh8
100038734	Gm10845
380924	Olfm4
219228	Pcdh17
319903	9630013A20Rik
75155	4930529K09Rik
56419	Diaph3
219249	Tdrd3
219257	Pcdh20
74967	4930474H20Rik
211712	Pcdh9
66732	Spertl
93688	Klhl1
13134	Dach1
76789	Mzt1
77744	Bora
72662	Dis3
52023	Pibf1
12224	Klf5
16597	Klf12
76627	Prr30
210789	Tbc1d4
66200	Commd6
50933	Uchl3
380928	Lmo7
239217	Kctd12
100628599	Mir5130
71264	4933432I03Rik
16365	Acod1
211286	Cln5
50789	Fbxl3
105689	Mycbp2
64929	Scel
105439	Slain1
70898	Slain1os
13618	Ednrb
73877	4930432J09Rik
18996	Pou4f1
72486	Obi1
320249	D130009I18Rik
74213	Rbm26
76273	Ndfip2
71362	5430440P10Rik
74864	4930449E01Rik
380930	9330188P03Rik
24064	Spry2
212085	Trim52
73631	1700128A07Rik
76965	Slitrk1
239250	Slitrk6
75409	Slitrk5
75822	4930524C18Rik
723905	Mir17
387135	Mir18
723891	Mir19a
387139	Mir20a
751527	Mir19b-1
751549	Mir92-1
103978	Gpc5
75088	4930505G20Rik
23888	Gpc6
13190	Dct
76355	Tgds
58245	Gpr180
223227	Sox21
668814	Gm9376
73306	1700044C05Rik
239273	Abcc4
58187	Cldn10
66573	Dzip1
100037258	Dnajc3
66435	Uggt2
50787	Hs6st3
75432	1700006F04Rik
239283	Oxgr1
105559	Mbnl2
76108	Rap2a
70572	Ipo5
223254	Farp1
223255	Stk24
56643	Slc15a1
105445	Dock9
68889	Ubac2
110168	Gpr18
321019	Gpr183
223262	Timm8a2
68059	Tm9sf2
69634	Clybl
68245	1700108J01Rik
328479	Gm5089
65100	Zic5
69248	2610035F20Rik
22772	Zic2
110821	Pcca
223267	Ggact
70551	Tmtc4
380934	AA536875
338370	Nalcn
223272	Itgbl1
14169	Fgf14
69393	1700024B18Rik
20363	Selenop
100039139	Ccdc152
14600	Ghr
106052	Fbxo4
106064	AW549877
328489	Gm2093
67041	Oxct1
239318	Plcxd3
12274	C6
223825	Mroh2b
109828	C7
239319	Card6
67281	Rpl37
105787	Prkaa1
67515	Ttc33
19219	Ptger4
71432	5430437J10Rik
13132	Dab2
12279	C9
23880	Fyb
78757	Rictor
18414	Osmr
16880	Lifr
268780	Egflam
14573	Gdnf
545085	Wdr70
170762	Nup155
73692	Cplane1
71175	Nipbl
20512	Slc1a3
223332	Ranbp3l
68646	Nadk2
27401	Skp2
320506	Lmbrd2
105887	Ugt3a1
223337	Ugt3a2
75568	Capsl
16197	Il7r
320277	Spef2
19116	Prlr
268782	Agxt2
78244	Dnajc21
67832	Brix1
19355	Rad1
75777	Ttc23l
75646	Rai14
100038608	Gm10389
75259	4930556M19Rik
81799	C1qtnf3
17117	Amacr
22293	Slc45a2
239336	Rxfp3
239337	Adamts12
110960	Tars
18162	Npr3
381002	Gm5144
73339	1700047G03Rik
20024	Sub1
22763	Zfr
100316684	Mir1898
268783	Mtmr12
66629	Golph3
68070	Pdzd2
669751	Gm17756
77877	6030458C11Rik
14000	Drosha
12563	Cdh6
12565	Cdh9
70886	4921515E04Rik
320873	Cdh10
64833	Acot10
215654	Cdh12
545091	Hnrnpa1l2-ps2
320865	Cdh18
70350	Basp1
17909	Myo10
66270	Retreg1
52521	Zfp622
211147	Marchf11
448987	Fbxl7
11732	Ank
432940	Otulin
223433	Otulinl
223435	Trio
110082	Dnah5
100628607	Mir3964
18163	Ctnnd2
73784	4930430F21Rik
223453	Dap
67434	Ankrd33b
252967	Ropn1l
223455	Marchf6
69574	Cmbl
12465	Cct5
68073	Atpsckmt
57254	Tas2r119
100616095	Snhg18
66835	Snord123
20356	Sema5a
15529	Sdc2
54381	Cpq
73486	1700084J12Rik
75880	4930592A05Rik
239364	Tspyl5
67154	Mtdh
114128	Laptm4b
17181	Matn2
77358	9430069I07Rik
19946	Rpl30
239368	Erich5
15473	Rida
67724	Pop1
223473	Nipal2
71637	4930413F20Rik
16539	Kcns2
56274	Stk3
107587	Osr2
100126269	BC048602
666173	Vps13b
100316736	Mir599
100124469	Mir875
12864	Cox6c
626596	Rgs22
78803	Fbxo43
17749	Polr2k
26942	Spag1
30945	Rnf19a
68839	Ankrd46
66696	Snx31
18458	Pabpc1
22631	Ywhaz
100038735	Gm10384
68036	Zfp706
252973	Grhl2
52589	Ncald
100503538	Gm15941
74892	4930447A16Rik
382985	Rrm2b
70790	Ubr5
18285	Odf1
21847	Klf10
54375	Azin1
69679	2310043O21Rik
66335	Atp6v1c1
118452	Baalc
14368	Fzd6
68588	Cthrc1
69906	Slc25a32
223499	Dcaf13
116838	Rims2
75766	Dcstamp
64705	Dpys
100503072	Gm16291
239393	Lrp12
328531	9330182O14Rik
432945	Gm16294
22762	Zfpm2
170719	Oxr1
223513	Abra
11600	Angpt1
239405	Rspo2
16341	Eif3e
100038728	Gm10373
66736	Emc2
239408	Tmem74
22045	Trhr
67429	Nudcd1
223527	Eny2
192190	Pkhd1l1
55960	Ebag9
319613	Sybu
69659	2310069G16Rik
239410	A930017M01Rik
67498	Kcnv1
71120	1700022A22Rik
74726	4930523O13Rik
75281	4930548G14Rik
239420	Csmd3
83925	Trps1
100316685	Mir1907
100502643	Gm19303
68135	Eif3h
78581	Utp23
19357	Rad21
239435	Aard
239436	Slc30a8
100039748	Rpl15-ps6
69790	Med30
14042	Ext1
320679	Samd12
100628567	Mir28c
18383	Tnfrsf11b
383032	Gm5215
239447	Colec10
105853	Mal2
18133	Ccn3
18606	Enpp2
319944	Taf2
72107	Dscc1
100503794	Gm9920
97998	Deptor
12818	Col14a1
68537	Mrpl13
105837	Mtbp
20649	Sntb1
15117	Has2
594843	Has2os
210463	Slc22a22
387609	Zhx2
67819	Derl1
210544	Tbc1d31
239463	Fam83a
75758	9130401M01Rik
22770	Zhx1
70472	Atad2
76773	Wdyhv1
67731	Fbxo32
268807	Klhl38
69787	Anxa13
210998	Fam91a1
631797	Fer1l6
74868	Tmem65
68260	Trmt12
75841	Rnf139
69694	Tatdn1
66218	Ndufb9
211401	Mtss1
100416830	Zfp572
20775	Sqle
223593	Washc5
68501	Nsmce2
211770	Trib1
100503021	Gm19510
71088	4933412E24Rik
399603	Lratd2
117586	A1bg
432956	D030024E09Rik
17869	Myc
19296	Pvt1
432958	Gm20740
73994	4930449C09Rik
83492	Gsdmc
78462	1700065I16Rik
331063	Gsdmc2
74236	Gsdmcl1
270328	Gsdmc3
665769	Gsdmcl2
74548	Gsdmc4
74460	Gsdmcl-ps
223601	Cyrib
13196	Asap1
11514	Adcy8
76740	Efr3a
18256	Oc90
654498	Hhla1
110862	Kcnq3
54562	Lrrc6
213068	Tmem71
239510	Phf20l1
21819	Tg
20491	Sla
22402	Ccn4
17988	Ndrg1
20442	St3gal1
69334	1700012I11Rik
380993	Zfat
387226	Mir30b
387228	Mir30d
13992	Khdrbs3
100504454	4930573C08Rik
100503580	Gm19782
70363	Fam135b
69700	Col22a1
223604	Kcnk9
76510	Trappc9
353342	Peg13
93696	Chrac1
239528	Ago2
14083	Ptk2
387169	Mir151
100040929	Gm10362
105841	Dennd3
106068	Slc45a4
239530	Gpr20
19245	Ptp4a3
268816	Mroh5
100041273	Ndufb4c
107831	Adgrb1
69439	Mroh4
11838	Arc
16469	Jrk
66769	4933427E11Rik
72373	Psca
223626	Them6
57277	Slurp1
68311	Lypd2
69462	Slurp2
23936	Lynx1
17068	Ly6d
78725	Ly6g6g
76486	Ly6k
625599	Gml
15202	Gml2
110115	Cyp11b1
13072	Cyp11b2
67038	Ly6m
17069	Ly6e
57248	Ly6i
110454	Ly6a
17067	Ly6c1
100041546	Ly6c2
546644	Ly6g
223631	Ly6g2
17071	Ly6f
105892	9030619P08Rik
23934	Ly6h
68453	Gpihbp1
22701	Zfp41
72960	Top1mt
14787	Rhpn1
378435	Mafa
223642	Zc3h3
69146	Gsdmd
223645	Mroh6
223646	Naprt
66656	Eef1d
105734	Tigd5
66194	Pycrl
22122	Gfus
78834	Zfp623
69020	Zfp707
223648	Ccdc166
332110	Mapk15
105732	Fam83h
432964	Iqank1
105782	Scrib
67959	Puf60
223649	Nrbp2
223650	Eppk1
271278	BC024139
18810	Plec
100316774	Mir1942
671535	Parp10
66168	Grina
74281	Spatc1
100526548	Mir3079
100503915	Smpd5
75475	Oplah
109075	Exosc4
14731	Gpaa1
66445	Cyc1
106025	Sharpin
68877	Maf1
59053	Hgh1
73542	Tssk5
223658	Mroh1
12181	Bop1
20289	Scx
15499	Hsf1
13350	Dgat1
170729	Scrt1
666504	Tmem249
30840	Fbxl6
52710	Slc52a2
268822	Adck5
94230	Cpsf1
72027	Slc39a4
66914	Vps28
72749	Tonsl
54151	Cyhr1
16581	Kifc2
14106	Foxh1
73062	Ppp1r16a
76282	Gpt
69572	Mfsd3
79456	Recql4
223664	Lrrc14
378937	Lrrc24
223665	C030006K11Rik
223666	Arhgap39
71591	Zfp251
223669	Zfp7
66398	Commd5
26961	Rpl8
239546	Zfp647
117171	1110038F14Rik
17189	Mb
71939	Apol6
93686	Rbfox2
75761	Apol7a
223672	Apol9a
278679	Apol7b
245282	Apol10a
626615	Apol11a
108956	Apol7c
76409	1700025B11Rik
328561	Apol10b
328563	Apol11b
666348	Apol7e
71898	Apol9b
239552	Apol8
17886	Myh9
56551	Txn2
239554	Foxred2
55944	Eif3d
12300	Cacng2
67042	Ift27
19293	Pvalb
17972	Ncf4
12984	Csf2rb2
12983	Csf2rb
73376	Tex33
22117	Tst
246221	Mpst
72844	Kctd17
71753	Tmprss6
16185	Il2rb
72709	C1qtnf6
20607	Sstr3
19354	Rac2
72318	Cyth4
207393	Elfn2
17305	Mfng
105844	Card10
104445	Cdc42ep1
107753	Lgals2
106039	Gga1
20401	Sh3bp1
57028	Pdxp
16852	Lgals1
97961	Nol12
110253	Triobp
100038602	Gm10865
14958	H1f0
26912	Gcat
14429	Galr3
223690	Ankrd54
223691	Eif3l
27008	Micall1
27660	1700088E04Rik
69833	Polr2f
20665	Sox10
100041655	Gm10863
18693	Pick1
57274	Slc16a8
207495	Baiap2l2
53357	Pla2g6
17133	Maff
223693	Tmem184b
100316695	Mir1943
27373	Csnk1e
16520	Kcnj4
105785	Kdelr3
67040	Ddx17
13404	Dmc1
75729	Fam227a
73739	Cby1
223696	Tomm22
74158	Josd1
14904	Gtpbp1
223697	Sun2
100504191	Gm16576
54152	Dnal4
504193	Npcd
73340	Nptxr
494448	Cbx6
80287	Apobec3
52609	Cbx7
18591	Pdgfb
27367	Rpl3
100302601	Snord83b
20972	Syngr1
66513	Tab1
17309	Mgat3
239555	Mief1
11911	Atf4
66538	Rps19bp1
239556	Cacna1i
383075	Enthd1
17444	Grap2
213956	Fam83f
106059	A430088P11Rik
213988	Tnrc6b
100628612	Mir5113
11564	Adsl
105835	Sgsm3
223701	Mrtfa
67638	4930483J18Rik
207911	Mchr1
78102	8430426J06Rik
20524	Slc25a17
70356	St13
321003	Xpnpep3
57755	Dnajb7
56438	Rbx1
328572	Ep300
214669	L3mbtl2
214685	Chadl
19387	Rangap1
20286	Zc3h7b
100504312	Gm17597
21685	Tef
57259	Tob2
68479	Phf5a
11429	Aco2
78929	Polr3h
105859	Csdc2
29858	Pmm1
66346	1700029P11Rik
28075	Desi1
14375	Xrcc6
20826	Snu13
328573	4930407I10Rik
74369	Mei1
76457	Ccdc134
20788	Srebf2
723897	Mir33
435145	Shisa8
72049	Tnfrsf13c
66570	Cenpm
76505	1500009C09Rik
24050	Septin3
74716	Wbp2nl
17939	Naga
338368	Pheta2
69029	Smdt1
67130	Ndufa6
56448	Cyp2d22
545123	Cyp2d11
13101	Cyp2d10
13105	Cyp2d9
545124	Tdg-ps
380997	Cyp2d12
223706	Cyp2d34
68444	Cyp2d13
71754	Cyp2d40
76279	Cyp2d26
21411	Tcf20
100504637	Gm20324
100526477	Mir3080
74039	Nfam1
68607	Serhl
74778	Rrp7a
73826	Poldip3
104307	Rnu12
109754	Cyb5r3
239559	A4galt
66251	Arfgap3
23970	Pacsin2
319953	Ttll1
12124	Bik
223722	Mcat
12257	Tspo
223723	Ttll12
64706	Scube1
223726	Mpped1
77627	Efcab6
29859	Sult4a1
75772	Pnpla5
116939	Pnpla3
68653	Samm50
170736	Parvb
64099	Parvg
72301	Shisal1
223732	Rtl6
109270	Prr5
328576	Gm20556
73167	Arhgap8
271305	Phf21b
18141	Nup50
223739	5031439G07Rik
100526461	Mir1249
22270	Upk3a
73225	Fam118a
140557	Smc1b
67747	Ribc2
100502602	Gm19277
14114	Fbln1
54138	Atxn10
328577	7530416G11Rik
223745	Gm4825
22422	Wnt7b
105975	AU022754
723966	Mirlet7c-2
387245	Mirlet7b
19013	Ppara
72355	Cdpf1
18766	Pkdrej
239570	Ttc38
29870	Gtse1
72026	Trmu
12614	Celsr1
223752	Gramd4
223753	Cerk
223754	Tbc1d22a
106014	Tafa5
328579	B230214G05Rik
70073	Zdhhc25
223770	Brd1
223773	Zbed4
223774	Alg12
76737	Creld2
223775	Pim3
239591	Ttll8
170790	Mlc1
83456	Mov10l1
406218	Panx2
69120	1810021B22Rik
67976	Trabd
223776	Selenoo
328580	Tubgcp6
170787	Hdac10
29857	Mapk12
19094	Mapk11
140570	Plxnb2
69440	Dennd6b
71474	Ppp6r2
77980	Sbf1
223780	Adm2
56727	Miox
105847	Lmf2
52683	Ncaph2
100126824	Sco2
72962	Tymp
70113	Odf3b
546648	Klhdc7b
75459	Syce3
100134861	Gm44502
12895	Cpt1b
12651	Chkb
60597	Mapk8ip2
11883	Arsa
58234	Shank3
11434	Acr
68708	Rabl2
54526	Syt10
380959	Alg10b
66871	Cpne8
20738	Spn-ps
16564	Kif21a
635871	Gm7167
26874	Abcd2
545126	CN725425
239606	Slc2a13
66725	Lrrk2
223809	Smgc
12805	Cntn1
239618	Pdzrn4
223827	Gxylt1
67057	Yaf2
67197	Zcrb1
223828	Pphln1
106042	Prickle1
77248	9430014N10Rik
223838	Adamts20
78895	Pus7l
266632	Irak4
19230	Twf1
320709	Tmem117
100043315	LOC100043315
54003	Nell2
223843	Dbx2
105722	Ano6
402773	D030018L15Rik
77044	Arid2
72193	Scaf11
105727	Slc38a1
67760	Slc38a2
69354	Slc38a4
105827	Amigo2
239647	Pced1b
71919	Rpap3
19011	Endou
223864	Rapgef3
67739	Slc48a1
56233	Hdac7
22337	Vdr
380967	Tmem106c
12824	Col2a1
223870	Senp1
18642	Pfkm
78541	Asb8
239650	Ccdc184
545140	Olfr288
634104	Olfr287
629524	Olfr286
70069	H1f7
239652	Zfp641
257943	Olfr285
258278	Olfr284
259038	Olfr283
73302	1700031M16Rik
258449	Olfr282
258277	Olfr281
16770	Lalba
258502	Olfr279
69612	Kansl2
100217417	Snora34
100217416	Snora2b
12455	Ccnt1
73863	4930415O20Rik
11512	Adcy6
12297	Cacnb3
74351	Ddx23
223881	Rnd1
105833	Ccdc65
66120	Fkbp11
11842	Arf3
22410	Wnt10b
22408	Wnt1
13199	Ddn
19082	Prkag1
381022	Kmt2d
69159	Rhebl1
13363	Dhh
74775	Lmbr1l
22143	Tuba1b
22142	Tuba1a
75951	4930578M01Rik
22146	Tuba1c
19132	Prph
78733	Troap
239659	C1ql4
72778	Dnajc22
72572	Spats2
16512	Kcnh3
51812	Mcrs1
73600	1700120C14Rik
545136	Fam186b
54614	Prpf40b
22379	Fmnl3
110213	Tmbim6
380969	Nckap5l
75284	Bcdin3d
72393	Faim2
11827	Aqp2
11830	Aqp5
11831	Aqp6
26934	Racgap1
11419	Asic1
83797	Smarcd1
14555	Gpd1
66379	Cox14
71949	Cers5
65970	Lima1
72277	Fam186a
207214	Larp4
70281	2310068J16Rik
239667	Dip2b
11908	Atf1
75002	Tmprss12
70152	Mettl7a1
668178	Mettl7a3
393082	Mettl7a2
554292	Methig1
380975	Higd1c
18174	Slc11a2
432982	Gm5475
68614	Letmd1
207785	Csrnp2
21422	Tfcp2
19009	Pou6f1
78445	C330013E15Rik
23994	Dazap2
207818	Smagp
109901	Cela1
207839	Galnt6
619313	I730030J21Rik
59033	Slc4a8
20273	Scn8a
668225	Fignl2
208258	Ankrd33
11482	Acvrl1
11479	Acvr1b
380977	A330009N23Rik
105968	AU021063
56149	Grasp
15370	Nr4a1
68118	Atg101
77717	Smim41
74127	Krt80
100316694	Mir1941
110310	Krt7
406219	Krt87
66322	Krt88
64818	Krt81
16679	Krt86
100126226	Krt83
16680	Krt84
114566	Krt82
239673	Krt90
109052	Krt75
406223	Gm5414
432987	Gm5478
16688	Krt6b
16687	Krt6a
110308	Krt5
56735	Krt71
406222	Krt74
105866	Krt72
223915	Krt73
16681	Krt2
16678	Krt1
406220	Krt77
77055	Krt76
16682	Krt4
223917	Krt79
332131	Krt78
16691	Krt8
16668	Krt18
75705	Eif4b
209039	Tns2
223918	Spryd3
16012	Igfbp6
223920	Soat2
246277	Csad
68744	Zfp740
16421	Itgb7
19411	Rarg
106073	Mfsd5
105988	Espl1
56612	Pfdn5
60315	Myg1
223921	Aaas
170574	Sp7
20683	Sp1
110542	Amhr2
66151	Prr13
18521	Pcbp2
26404	Map3k12
21357	Tarbp2
54615	Npff
223922	Atf7
100043600	Gm4544
67942	Atp5g2
751542	Mir688
67488	Calcoco1
15422	Hoxc13
15421	Hoxc12
100503872	Hotair
109663	Hoxc11
209448	Hoxc10
723958	Mir196a-2
15427	Hoxc9
15426	Hoxc8
15425	Hoxc6
15424	Hoxc5
751557	Mir615
15423	Hoxc4
432989	D930007P13Rik
71726	Smug1
12419	Cbx5
15382	Hnrnpa1
18022	Nfe2
56447	Copz1
724064	Mir148b
80910	Gpr84
29813	Zfp385a
16402	Itga5
74174	Gtsf1
223927	Gtsf2
105855	Nckap1l
18574	Pde1b
58200	Ppp1r1a
14663	Glycam1
20771	Mucl1
20770	Mucl2
258859	Olfr161
54483	Mefv
74120	Zfp263
18312	Olfr15
385674	Zfp174
71063	Zfp597
74763	Naa60
73261	1700037C18Rik
76779	Cluap1
268857	Nlrc3
52864	Slx4
13419	Dnase1
68015	Trap1
12914	Crebbp
436332	Gm5766
11515	Adcy9
106393	Srl
83383	Tfap4
83396	Glis2
66449	Pam16
78885	Coro7
246154	Vasn
83945	Dnaja3
67824	Nmral1
15369	Hmox2
66626	Cdip1
78809	4930562C15Rik
207740	Ubald1
17237	Mgrn1
100503704	Gm16861
66911	Nudt16l1
72615	Anks3
74684	4930451G09Rik
71089	Septin12
432995	Smim22
66049	Rogdi
74022	Glyr1
170644	Ubn1
19041	Ppl
665119	Sec14l5
27426	Nagpa
239691	AU021092
208211	Alg1
70511	Eef2kmt
268859	Rbfox1
68238	1700123O21Rik
74720	Tmem114
239706	Mettl22
268860	Abat
66690	Tmem186
54128	Pmm2
52502	Carhsp1
436336	Gm5767
252870	Usp7
69053	1810013L24Rik
14811	Grin2a
68172	Rpl39l
75329	Atf7ip2
13731	Emp2
70426	Tekt5
26425	Nubp1
383103	Tvp23a
12265	Ciita
58239	Dexi
74374	Clec16a
12703	Socs1
21959	Tnp2
19120	Prm3
19119	Prm2
19118	Prm1
223970	Rmi2
56722	Litaf
20621	Snn
106200	Txndc11
106205	Zc3h7a
66409	Rsl1d1
14852	Gspt1
100316833	Mir1945
21935	Tnfrsf17
74478	Snx29
223978	Cpped1
791359	Gm9961
72555	Shisa9
75493	1700003L19Rik
50505	Ercc4
239719	Mrtfb
100124432	Mir193b
723899	Mir365-1
70100	2310015D24Rik
74108	Parn
67118	Bfar
26565	Pla2g10
76684	Pla2g10os
432999	A930007A09Rik
106298	Rrn3
18203	Ntan1
94184	Pdxdc1
93734	Mpv17l
74482	Ifitm7
67254	Bmerb1
223989	Marf1
723916	Mir484
67203	Nde1
17880	Myh11
66086	Cep20
17250	Abcc1
20583	Snai2
66793	Efcab1
632352	Gm7085
70620	Ube2v2
17217	Mcm4
19090	Prkdc
72083	Mzt2
12609	Cebpd
224008	Spidr
67451	Pkp2
70120	Yars2
74006	Dnm1l
224014	Fgd4
18316	Olfr19
74066	4933404G15Rik
50525	Spag6l
665562	Rpl31-ps12
16136	Igll1
22362	Vpreb1
21976	Top3b
68606	Ppm1f
26413	Mapk1
106369	Ypel1
66053	Ppil2
70458	2610318N02Rik
723816	Mir130b
791069	Mir301b
64136	Sdf2l1
76872	Ccdc116
69101	Ydjc
22195	Ube2l3
239731	Rimbp3
58180	Hic2
224019	Tmem191c
224020	Pi4ka
15160	Serpind1
67474	Snap29
12929	Crkl
72168	Aifm3
66863	Lztr1
69009	Thap7
74685	Lrrc74b
18440	P2rx6
224022	Slc7a4
77626	Smpd4
72315	Ccdc74a
94112	Med15
224023	Klhl22
224024	Scarf2
80733	Car15
13356	Dgcr2
22114	Tssk1
22115	Tssk2
27886	Ess2
195333	Gsc2
13358	Slc25a1
22363	Vpreb2
13353	Dgcr6
19125	Prodh
65079	Rtn4r
66779	4933432I09Rik
27801	Zdhhc8
19385	Ranbp1
15547	Trmt2a
94223	Dgcr8
100316814	Mir1306
27883	Tango2
387180	Mir185
11877	Arvcf
12846	Comt
26462	Txnrd2
13972	Gnb1l
21380	Tbx1
14724	Gp1bb
18951	Septin5
12741	Cldn5
12544	Cdc45
22230	Ufd1
72307	2510002D24Rik
18100	Mrpl40
15260	Hira
110785	Iglc1
404737	Iglj1
110787	Iglc3
404740	Iglj3
16142	Iglv1
110786	Iglc2
404739	Iglj2
404743	Iglv3
110612	Iglv2
258443	Olfr164
258458	Olfr165
259071	Olfr166
258937	Olfr167
258354	Olfr168
258158	Olfr169
258959	Olfr170
258960	Olfr171
239739	Lamp3
108105	B3gnt5
68162	A930003A15Rik
239743	Klhl6
75785	Klhl24
208146	Yeats2
208158	Map6d1
381038	Parl
224044	Cyp2ab1
27416	Abcc5
224045	Eif2b5
13544	Dvl3
11773	Ap2m1
100042948	Gm15760
27406	Abcf3
328643	Vwa5b2
100316739	Mir1224
208624	Alg3
107522	Ece2
73047	Camk2n2
21762	Psmd2
208643	Eif4g1
78408	Fam131a
12724	Clcn2
245841	Polr2h
21832	Thpo
12667	Chrd
66561	Teddm3
13845	Ephb3
328646	Gm16863
209018	Vps8
72190	2510009E07Rik
74147	Ehhadh
100043489	1300002E11Rik
71751	Map3k13
66664	Tmem41a
239759	Liph
75826	Senp2
319765	Igf2bp2
20462	Tra2b
104156	Etv5
110197	Dgkg
12970	Crygs
70573	Tbccd1
67838	Dnajb11
11625	Ahsg
59083	Fetub
94175	Hrg
385643	Kng2
16644	Kng1
13682	Eif4a2
100216532	Snord2
100217420	Snora81
106344	Rfc4
11450	Adipoq
320099	BC106179
20440	St6gal1
239766	Rtp1
17174	Masp1
67775	Rtp4
20604	Sst
224055	Rtp2
12053	Bcl6
210126	Lpp
723830	Mir28a
319487	A230028O05Rik
71338	Tprg
22061	Trp63
210530	P3h2
12737	Cldn1
114141	Cldn16
100043057	Tmem207
16180	Il1rap
100504628	Gm20319
239789	Gmnc
239790	Ostn
224065	Uts2b
67501	Ccdc50
100038623	Gm10823
14167	Fgf12
751543	Mir690
239796	Mb21d2
27281	Plaat1
268878	Atp13a5
224079	Atp13a4
74143	Opa1
328657	Gm1968
100043102	4632428C04Rik
71528	9030404E10Rik
15205	Hes1
71756	Cpn2
74488	Lrrc15
14729	Gp5
224088	Atp13a3
224090	Tmem44
